4332 P04637,P0DI82,P05067,P04629,P00533,P06733,P05412,Q15717 P04637,P0DI82,P05067,P04629,P00533,P06733,P05412,Q15717
10411 P04637,Q14258,Q7Z2T5,P00533,P05067,Q15717,P0CG48,P05412 P04637,Q14258,Q96P70,P00533,P05067,Q15717,P0CG48,P05412
10411 P04637,Q14258,Q7Z2T5,P00533,P05067,Q15717,P0CG48,P05412 P04637,Q14258,Q16543,P00533,P05067,Q15717,P0CG48,P05412
10411 P04637,Q14258,Q7Z2T5,P00533,P05067,Q15717,P0CG48,P05412 P04637,Q14258,P46459,P00533,P05067,Q15717,P0CG48,P05412
10411 P04637,Q14258,Q7Z2T5,P00533,P05067,Q15717,P0CG48,P05412 P04637,Q14258,Q14444,P00533,P05067,Q15717,P0CG48,P05412
10411 P04637,Q14258,Q7Z2T5,P00533,P05067,Q15717,P0CG48,P05412 P04637,Q14258,Q7Z2T5,P00533,P05067,Q15717,P0CG48,P05412
10411 P04637,Q14258,Q7Z2T5,P00533,P05067,Q15717,P0CG48,P05412 P04637,Q14258,Q9UQF2,P00533,P05067,Q15717,P0CG48,P05412
10411 P04637,Q14258,Q9UQF2,P00533,P05067,Q15717,P0CG48,P05412 P04637,Q14258,P98082,P00533,P05067,Q15717,P0CG48,P05412
10411 P04637,Q14258,Q9UQF2,P00533,P05067,Q15717,P0CG48,P05412 P04637,Q14258,P62805,P00533,P05067,Q15717,P0CG48,P05412
10411 P04637,Q14258,Q9UQF2,P00533,P05067,Q15717,P0CG48,P05412 P04637,Q14258,P23528,P00533,P05067,Q15717,P0CG48,P05412
10411 P04637,Q14258,Q9UQF2,P00533,P05067,Q15717,P0CG48,P05412 P04637,Q14258,O95433,P00533,P05067,Q15717,P0CG48,P05412
10411 P04637,Q14258,Q9UQF2,P00533,P05067,Q15717,P0CG48,P05412 P04637,Q14258,Q96AG4,P00533,P05067,Q15717,P0CG48,P05412
10411 P04637,Q14258,Q9UQF2,P00533,P05067,Q15717,P0CG48,P05412 P04637,Q14258,P51858,P00533,P05067,Q15717,P0CG48,P05412
10411 P04637,Q14258,Q9UQF2,P00533,P05067,Q15717,P0CG48,P05412 P04637,Q14258,Q9P0L0,P00533,P05067,Q15717,P0CG48,P05412
10411 P04637,Q14258,Q9UQF2,P00533,P05067,Q15717,P0CG48,P05412 P04637,Q14258,Q96P70,P00533,P05067,Q15717,P0CG48,P05412
10411 P04637,Q14258,Q9UQF2,P00533,P05067,Q15717,P0CG48,P05412 P04637,Q14258,Q16543,P00533,P05067,Q15717,P0CG48,P05412
10411 P04637,Q14258,Q9UQF2,P00533,P05067,Q15717,P0CG48,P05412 P04637,Q14258,P46459,P00533,P05067,Q15717,P0CG48,P05412
10411 P04637,Q14258,Q9UQF2,P00533,P05067,Q15717,P0CG48,P05412 P04637,Q14258,Q14444,P00533,P05067,Q15717,P0CG48,P05412
10411 P04637,Q14258,Q9UQF2,P00533,P05067,Q15717,P0CG48,P05412 P04637,Q14258,Q7Z2T5,P00533,P05067,Q15717,P0CG48,P05412
10411 P04637,Q14258,Q9UQF2,P00533,P05067,Q15717,P0CG48,P05412 P04637,Q14258,Q9UQF2,P00533,P05067,Q15717,P0CG48,P05412
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P60520,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q9UQF2,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P60520,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q9UQF2,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P60520,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q9UQF2,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P60520,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q9UQF2,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P60520,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q9UQF2,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P60520,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q9UQF2,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P60520,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q9UQF2,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P60520,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q9UQF2,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P60520,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P60520,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P60520,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P60520,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P60520,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P60520,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P60520,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P60520,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P60520,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P60520,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P60520,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P60520,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,P60520,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q9UQF2,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P60520,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q9UQF2,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P60520,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q9UQF2,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q9UQF2,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q9UQF2,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q9UQF2,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q9UQF2,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q9UQF2,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q9UQF2,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q9UQF2,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q9UQF2,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P98082,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q9UQF2,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,P60520,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q9UQF2,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q9UQF2,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q14011,P05067,P00533,P05412,P0CG48
4798 P04637,P04629,Q14258,Q9UQF2,P05067,P00533,P05412,P0CG48 P04637,P04629,Q14258,Q9UQF2,P05067,P00533,P05412,P0CG48
4336 Q15811,P04637,P05067,P04629,P00533,Q15717,Q14258,P68104 Q15811,P04637,P05067,P04629,P00533,Q15717,Q14258,P68104
4336 Q15811,P04637,P05067,P04629,P00533,Q15717,Q14258,P68104 Q9NX46,P04637,P05067,P04629,P00533,Q15717,Q14258,P04792
4336 Q15811,P04637,P05067,P04629,P00533,Q15717,Q14258,P68104 Q9NX46,P04637,P05067,P04629,P00533,Q15717,Q14258,P04792
4336 Q15811,P04637,P05067,P04629,P00533,Q15717,Q14258,P68104 Q9NX46,P04637,P05067,P04629,P00533,Q15717,Q14258,P04792
4336 Q15811,P04637,P05067,P04629,P00533,Q15717,Q14258,P68104 Q92551,P04637,P05067,P04629,P00533,Q15717,Q14258,Q16531
4336 Q15811,P04637,P05067,P04629,P00533,Q15717,Q14258,P68104 P57081,P04637,P05067,P04629,P00533,Q15717,Q14258,P17844
4336 Q15811,P04637,P05067,P04629,P00533,Q15717,Q14258,P68104 Q96AY3,P04637,P05067,P04629,P00533,Q15717,Q14258,P17844
4336 Q9NX46,P04637,P05067,P04629,P00533,Q15717,Q14258,P04792 Q15811,P04637,P05067,P04629,P00533,Q15717,Q14258,P68104
4336 Q9NX46,P04637,P05067,P04629,P00533,Q15717,Q14258,P04792 Q9NX46,P04637,P05067,P04629,P00533,Q15717,Q14258,P04792
4336 Q9NX46,P04637,P05067,P04629,P00533,Q15717,Q14258,P04792 Q9NX46,P04637,P05067,P04629,P00533,Q15717,Q14258,P04792
4336 Q9NX46,P04637,P05067,P04629,P00533,Q15717,Q14258,P04792 Q9NX46,P04637,P05067,P04629,P00533,Q15717,Q14258,P04792
4336 Q9NX46,P04637,P05067,P04629,P00533,Q15717,Q14258,P04792 Q92551,P04637,P05067,P04629,P00533,Q15717,Q14258,Q16531
4336 Q9NX46,P04637,P05067,P04629,P00533,Q15717,Q14258,P04792 P57081,P04637,P05067,P04629,P00533,Q15717,Q14258,P17844
4336 Q9NX46,P04637,P05067,P04629,P00533,Q15717,Q14258,P04792 Q96AY3,P04637,P05067,P04629,P00533,Q15717,Q14258,P17844
4336 Q9NX46,P04637,P05067,P04629,P00533,Q15717,Q14258,P04792 Q15811,P04637,P05067,P04629,P00533,Q15717,Q14258,P68104
4336 Q9NX46,P04637,P05067,P04629,P00533,Q15717,Q14258,P04792 Q9NX46,P04637,P05067,P04629,P00533,Q15717,Q14258,P04792
4336 Q9NX46,P04637,P05067,P04629,P00533,Q15717,Q14258,P04792 Q9NX46,P04637,P05067,P04629,P00533,Q15717,Q14258,P04792
4336 Q9NX46,P04637,P05067,P04629,P00533,Q15717,Q14258,P04792 Q9NX46,P04637,P05067,P04629,P00533,Q15717,Q14258,P04792
4336 Q9NX46,P04637,P05067,P04629,P00533,Q15717,Q14258,P04792 Q92551,P04637,P05067,P04629,P00533,Q15717,Q14258,Q16531
4336 Q9NX46,P04637,P05067,P04629,P00533,Q15717,Q14258,P04792 P57081,P04637,P05067,P04629,P00533,Q15717,Q14258,P17844
4336 Q9NX46,P04637,P05067,P04629,P00533,Q15717,Q14258,P04792 Q96AY3,P04637,P05067,P04629,P00533,Q15717,Q14258,P17844
4336 Q9NX46,P04637,P05067,P04629,P00533,Q15717,Q14258,P04792 Q15811,P04637,P05067,P04629,P00533,Q15717,Q14258,P68104
