Q9CPP0 Q6PAC3
Q9WVM1 Q8CGB6
E9QPX3 Q9WUR2
P67778 P80314
Q9CWT6 Q3TIU4
A0A0B4J1F0 Q9D1D1
Q9CWV7 Q01721
Q62186 Q62186
Q80UP3 Q80UP3
Q9QZB7 Q5DW34
Q641P0 Q641P0
P70426 P51436
P61219 Q9D6Z0
Q6NZP1 Q8R3V6
E9Q5K9 Q8BVN7
Q6P4T2 P54775
Q8BRM2 P09926
P09036 Q9EPB5
Q9Z1E3 G3X8R8
Q91X45 Q8R4K8
Q61390 Q6P9Q6
P26350 Q9Z1K5
A0A286YD96 A0A0A0MQ97
F8VPN4 A0A286YCV9
Q8BGV3 Q6P243
P46735 Q9CZW5
P62069 Q80U38
Q9EQH4 Q9CPY3
Q8BZX4 P47791
Q8BHW4 Q9D7J7
Q60838 Q60838
P97428 O70469
Q91ZD6 Q9CUB6
Q6PIP5 Q8BHN1
Q61098 Q61371
Q8BK63 Q6Y7W8
O35066 O70176
E9Q7T4 Q91WI7
D3YYQ7 Q9D8Q6
Q9DAG9 Q91VZ5
Q5FW53 V9GXH0
P08122 Q9CPY4
Q6R0H7 Q9R061
A2AIV8 Q9WVM1
Q5U462 Q9D7P9
P23927 P23927
Q4ZJM9 O88673
P62340 Q641K5
P43267 V9GXH0
Q60739 Q3UZ64
Q9ERS4 Q9ERS4
Q8VDR9 Q8VDR9
Q8BHD7 Q8BHD7
Q9DBR3 Q6RHW0
P61249 P35276
G5E8F1 Q9CQI1
Q9EQH3 Q9EQH3
Q9D067 Q8BGZ1
Q8CCI5 Q00899
Q8C8U8 Q8C8U8
Q8VIG0 Q8VIG0
Q499E6 O55074
Q05769 P62340
Q99LE6 Q61024
Q8CAE3 Q8CAE3
Q9Z138 Q9Z138
Q9CQI7 Q80UW8
Q80UG5 Q80UG5
A2AIV8 Q8CGB6
Q08423 P51910
Q9CYH5 Q9CYH5
P08103 P08103
Q8BVN7 A2AF53
P59470 G3X9Z4
Q8CGC7 Q8CGC7
Q9D9W1 O35149
Q61335 Q61335
Q99M07 Q99M07
D3Z4R4 O88444
Q99MV1 Q78IK4
Q8VD00 Q5UAK0
Q8BND3 A0A286YCV9
A0A140LJ72 Q3UD01
A0A0R4J0S9 A0A0R4J1G3
H3BLC8 H3BLC8
O35066 Q8C0N1
Q9CQL5 Q9Z1M4
Q6DIC9 Q6ZQ89
Q9D7P9 Q3UD01
A2ACM0 P42337
Q925B0 Q925B0
O70469 Q9QZS8
E9QM16 D6RIL3
Q65Z95 Q65Z95
Q9EPS3 Q32NY6
P56479 Q7TSN6
O35984 O35984
P35487 Q6PFE1
P18608 P18608
P35438 Q3UHD9
O88854 P56479
P58659 Q9Z0L4
Q922Q8 Q922Q8
Q8JZL2 Q8JZL2
Q3UFM6 Q9CUB6
Q7TMD7 Q7TMD7
O54791 O54791
Q9CQ60 Q9CQ60
Q3ZK22 Q8K0C4
Q3UIL6 Q3UIL6
Q5PR68 P01592
Q9CQS4 Q5BN45
Q9Z248 Q91XU3
P32883 P32883
F8WGW3 P47791
P61750 P61750
Q99MV1 Q8VIG1
P62334 Q9QUM9
P51576 Q3TTL0
B2RT41 O70477
Q9ET39 Q3UPE3
Q61696 Q80XI3
E9Q5Z6 Q9JJU6
A6BLY7 P09036
Q60674 Q60674
P43275 P48962
P51683 O35231
O88622 O88622
A2AQ14 Q61733
Q61263 Q60952
P97760 Q9JJT9
Q921V7 Q5BN45
Q924C1 P46735
Q5RIM6 P61963
A2ABV5 Q8BR07
Q9CQQ7 Q9R061
Q922H7 D3YVH8
Q8C8J0 P51908
A3KGS3 Q792Z1
Q6PD10 A2AKB9
G5E8T9 E9PYA3
Q0P5X5 Q7TNF0
Q0P5X5 Q922X9
P70451 Q8BWT5
Q9CQI9 P61219
Q8C079 A0A0R4J0M9
Q9CPY3 Q8BIG7
D3YXI6 Q9Z1B8
P33896 P33896
Q64475 A2AJI0
E9PV14 E9PV14
Q9CQF3 Q9CQF3
P51908 Q3TTL0
Q9CZ52 A7UAK5
Q9D7J7 Q8VI88
Q8K0C4 Q9JI39
Q99KJ0 Q6NZP1
Q01721 Q01721
Q9DAS1 A0A0B4J1L1
G3X9X1 Q99M01
E9QAF4 E9QAF4
P59598 P10711
Q922X9 Q9D2F7
G3X8R8 Q9CUB6
A0A087WSS2 D6RGA0
Q9JJG0 Q9JJG0
Q66X22 Q8C341
Q8CFN8 Q62392
Q5IRJ6 A0A0A0MQ97
Q64523 Q99JW4
O08648 O08648
P14719 Q8CI96
Q6PD29 O35892
Q80W47 Q80W47
D3YZV8 D3YZV8
Q8BUL6 Q9CR78
E9Q8D0 Q922H9
O54917 Q9CPY4
Q9D6Z0 Q91VJ5
Q924Z6 Q3V1Z0
Q99JR8 Q99JR8
Q62431 P62340
Q5RIM6 Q5RIM6
Q9EP53 Q9EP53
Q8R1Y2 Q8R1Y2
Q60771 A0A0B4J1F0
Q9R0B8 Q61275
P60122 P60122
Q99P91 Q99P91
Q9DBC3 Q9Z1X9
A8C756 Q3V1T4
G3X9J3 Q1HL35
O35609 Q8CGK3
Q6VY05 Q6VY05
Q99KF1 Q64669
Q62486 Q62486
Q6PIE5 Q9D1N9
P35762 M0QW59
D3Z6P0 P70426
P08103 O35887
Q91XU3 P26883
P51436 D3Z6P0
Q9Z2B1 Q9Z2B1
Q60695 A0A0R4J1S3
Q60739 A0A0U1RNL9
Q921V7 V9GXH0
P70304 P16283
Q80TF4 F8VPN4
P39876 P39876
Q3UPE3 Q3UPE3
E9Q577 Q8BLG0
D3Z4R4 P63013
D3Z4R4 Q3U5D9
P47809 Q8R0F6
A0A0R4J1V0 Q9Z180
Q8BUY8 Q8BUY8
E9PV60 Q9D1N9
Q8CFN8 Q9D0C1
O35424 Q9D7J6
A0A0R4J057 P14719
Q5BN45 Q921V7
O08966 P42581
A0A0U1RNL9 Q9CQL5
Q6AXB7 Q6AXB7
Q91VH2 Q3V1T4
Q8BSM7 Q8BSM7
A0A0R4J2D4 A0A0R4J0D5
A2ABU4 A2ABU4
Q9CQ28 Q9CQ28
Q03517 Q8C033
Q6P5U8 Q6P5U8
Q3ZK22 O88396
O35185 O35185
P51576 P51576
Q8K4Z5 Q9R190
Q91W90 Q91W90
A2AJW5 Q7TS68
P29788 P29788
E9Q395 P13373
Q3TYD6 Q3TYD6
Q8C0E3 Q5BJ29
Q80UP3 Q5U4H9
Q9D023 Q9D2C2
A2AUK5 E9PV14
Q80TG9 Q80TG9
Q8BMA6 Q8BMA6
Q99K51 Q99K51
Q811Q9 Q811Q9
A2A8L1 Q8VCM3
Q9EST4 Q99JW4
Q9R100 Q9R100
P58390 Q9D067
Q8K2V6 Q6P549
B2RSU7 Q99MW1
Q8QZV0 Q9ERS4
Q8R124 A2AUC9
B1AZA5 D6RGR1
Q8BGI5 Q91XT6
Q8C428 Q8C428
P62315 P62315
Q8VE01 Q05928
Q9WUZ7 Q8QZV0
Q61263 P35762
Q3UGP9 Q3UGP9
P26955 Q6F5E0
Q8R550 Q922F4
Q8C0I4 Q8C9X6
P61963 P61963
D6RGA0 A0A087WSS2
Q64478 A0A0R4J0I4
Q9ET39 A0A0B4J1G6
Q8CFD4 Q921W0
H3BLF0 A0A0R4J1C5
P13373 Q8BJ63
A0A0R4J0D5 A0A0R4J0D5
Q80Y24 Q8K003
Q8CFN8 Q8CFN8
P43687 Q61098
Q9CQL5 Q8BU88
Q8QZS5 A0A0R4J1C5
P42581 A3KBF5
Q9Z1B8 D3YXI6
Q9D2C9 Q8R0J7
Q60739 Q9DAM5
Q9CR33 Q9CR33
Q60676 Q60676
Q80U38 E9Q2V7
A0A0R4J0V4 A0A1Y7VLC3
Q8K0Y7 Q8VI78
Q9CPP0 Q6P1G2
A0A2I3BQS6 E9Q2H1
Q61655 Q61655
Q8QZV0 Q8BGA7
V9GXH0 Q8BYG9
Q80YR6 Q9QZN1
Q8VE91 Q91YI1
P97428 Q62120
A0A0R4J0V0 A0A0R4J0V0
Q8BGZ1 Q9D067
Q7TPH6 Q7TPH6
Q9CS74 O35625
Q99MY0 A0A1I7Q4A6
Q9D3J3 Q9D3J3
Q8VCG4 Q8VCG4
B2RT41 B2RT41
A0A0R4J057 A0A0R4J057
A2ACM0 A2ACM0
Q3UBG2 G3X8V6
A2AM37 A2AM37
Q8BKT8 Q9CWE0
Q9DC28 Q9DC28
Q8C0N1 O35066
Q91WD9 Q91WD9
Q8JZL0 Q8JZL0
Q922H1 Q922H1
Q8BJ56 Q8BJ56
Q8JZQ2 P60605
Q68EF4 P58390
P42567 Q6PDI5
Q8C863 Q8C863
Q9WV31 Q9WV31
Q8BFW7 Q8BFW7
Q3U1J0 Q499E6
A6PWE0 Q8BYL4
Q9ERS4 Q8BGA7
O88602 O88602
D3Z6K8 P00158
Q58Y75 Q9CWV0
A0A0J9YTR2 P00158
Q8BVK9 Q8BVK9
B2RQC2 B2RQC2
P42209 A0A0R4J1V0
D3YYL3 P70325
Q91ZG2 Q09324
Q07832 Q07832
Q05769 Q61069
Q9D279 Q9D279
Q9D6D0 O88987
Q9CX84 Q9CX84
Q9R0S0 Q9R0S0
O55134 Q61275
P59708 P59708
Q9Z1E3 Q5U4H9
Q9CXC9 Q61471
P56542 B1AZA5
O55042 O55042
Q07139 P26187
Q8BLI4 Q8BLI4
Q9R1A8 P26350
Q00899 P49135
Q8K072 Q6PEB6
Q9JJ57 Q9JJ57
A0A286YDR3 A0A286YD43
B2RXC2 B2RXC2
Q921K9 Q6PI17
Q6P1G0 B2RXC6
Q3UR70 Q3UR70
Q8C5L7 Q8C5L7
P59470 Q8C079
P46935 P46935
Q99JN2 Q9Z1X9
Q9Z1K5 Q3U8Y1
Q8R0L1 Q62120
A0A0B4J1F1 A0A1L1STX8
Q9CZY2 P70245
Q8CIV7 Q921K9
Q6PFD6 Q6PFD6
Q3U2G2 Q3U2G2
Q923K4 Q9D2D9
Q3UR42 Q3UR42
A0A286YCV9 Q9Z1X9
Q9D3L0 Q9D3L0
E9Q349 Q9CQ28
G3X973 Q99MW1
Q61098 P42581
F8WGW3 Q99JR1
G5E866 G5E866
A0A087WQ16 A0A087WQ16
E9Q411 E9Q411
P36552 P36552
Q99JX3 Q8BW96
Q9D6K5 H3BJD7
Q9CPU7 P97445
Q62448 Q62448
Q9CY73 Q9Z1X9
Q8VD04 Q8VD04
E9PUJ6 Q9JI91
Q62392 Q5UAK0
Q8C9M2 Q8C9M2
Q52KC3 Q52KC3
E9Q577 E9Q577
G5E8R8 G5E8R8
Q8BH69 Q8BH69
Q9D2C2 Q8CGK3
Q8CGK3 Q6R0H7
Q60754 Q60754
Q8CCF0 Q8CCF0
Q9CWR2 F8VQ40
O88602 Q9QWW1
Q9R0S0 Q8CEG5
H7BX05 H7BX05
Q9CZW4 O35609
F7B7X2 Q8K4K3
Q8C4V1 Q62421
P97770 P97770
O70139 Q9WUJ8
Q80TF4 Q8BND3
Q8BTR5 Q8BTR5
Q8BWQ4 Q9Z1M2
Q8C0Q3 D3YYL3
P54775 O35286
Q5BU09 O88379
F8VPK8 F8VPK8
Q8VED8 Q8VED8
P17564 A6H611
Q99M01 G3X9X1
F8VQ40 P10711
Q9JI91 Q3UHD9
Q9DBS8 Q8R4E9
E9Q6A7 E9Q6A7
Q61188 Q61188
A0A0B4J1E2 A0A0B4J1E2
P86045 Q6DID5
Q9R1K7 E9Q349
Q9D0C1 Q8VD00
P70697 Q61152
Q6ZQB6 B2RXC6
Q8CHV6 Q9DB94
Q3V1U8 Q3V1U8
Q8CIB5 Q7TPR4
Q5UAK0 Q9D0C1
Q3TTL0 Q76LS9
Q61216 Q61216
Q8R480 Q9CQC6
Q91XU3 F8VQJ3
P32507 P32507
Q8R550 Q8R550
Q8R1D1 P86045
Q9QY66 Q9QY66
Q3TQB2 Q3TQB2
Q9CQS4 Q9CQS4
Q99PN3 Q3UFM6
P35456 P35456
Q64337 Q64337
O35284 O35284
P97950 P97950
Q5FW53 Q5FW53
Q05BQ1 Q05BQ1
Q9Z2D0 Q8K2Y0
D3Z6P0 D3Z6P0
Q5ND34 Q5ND34
Q9R0S3 Q9R0S3
Q8VE92 Q8VE92
Q07563 Q9ERZ0
O88444 D3Z4R4
E9PUU5 P21981
Q6PI17 Q6PI17
Q8K201 Q80VQ1
Q8BKI2 Q99M01
P97445 Q8CGB6
Q8JZP3 Q8JZP3
Q8R3L5 Q9CZR4
P09411 Q61768
Q9D2F7 A6BLY7
P70696 P39876
Q8BGR8 Q9D300
Q6R0H7 Q9D2C2
P09926 Q91VZ5
Q7TPD1 Q9ER69
Q3TQ03 Q8CCJ9
Q91ZG2 Q9R1K7
O54946 O54946
Q3TTL0 Q8C8J0
D3YV92 A0A087WRI3
Q9QZQ1 Q9QZQ1
A0A286YCN8 A0A286YCN8
Q6VGS5 Q80X56
Q8BGA7 Q8R100
E9PXZ3 P26955
O88307 Q9CQF4
Q9R1A8 Q3U8Y1
E9QL43 A0A0R4J1K6
P08226 Q9D031
Q3TY86 Q3TY86
Q8K353 Q62178
P52479 P52479
P33174 P33174
Q91VR5 Q91VR5
Q8VD00 Q7TPN9
Q3UZG4 P70696
A0A0R4J0I7 Q811Q9
Q99LC8 Q9JKC8
Q80ZJ8 E9PYA3
Q9Z138 Q8BHN1
Q8BGZ1 A6BLY7
O88532 O88532
Q8K2V6 Q8K2V6
Q8K2W9 A0A140LIR2
G3X9P9 A0A0R4J0V4
O35149 Q8K1C7
Q91XU3 Q91XU3
Q923K4 Q923K4
Q9Z1K5 P26350
Q99JX4 Q9D0R2
Q9D2D9 Q91ZG2
Q7TT18 P35438
Q8BGE5 O70477
Q9D662 Q80VD1
Q9WTP9 Q9Z0S2
P00158 A0A0J9YTR2
P08226 Q9CR26
Q9R0P5 A0A286YCY4
Q9D7J6 O35424
Q99KF1 Q9D8Y8
Q9CZT6 Q8R0F6
Q80ZJ1 Q80ZJ1
P07356 P07356
P80314 P67778
H3BLF0 E9QNR8
Q6F5E0 G3X939
Q62120 Q562D6
Q3UL97 Q61627
Q059P4 Q8K285
A0A0R4J0R3 A2APB8
Q9R061 Q8CGK3
G3X9Z4 Q80U63
A0A0B4J1F1 A2AEP2
Q7TPR4 G5E8N7
Q921C5 Q921C5
Q01721 Q78RX3
A0A0R4J0I7 Q80W04
Q8VE22 Q8VE22
Q9D1D1 P98191
Q9R0B8 Q9R0U5
Q9QZQ1 Q61768
Q8CH72 Q9DCC4
O88700 P29452
P97445 A2AIV8
Q4VA93 Q4VA93
Q924K8 Q7TNV0
Q9DC29 Q8VIG1
B2RT41 A0A140LIR2
Q8K285 Q8K285
A0A286YCV9 Q8R3C0
Q6PFE7 Q6PFE7
O70477 B2RT41
Q8C0E3 Q4KMS1
Q9D2R6 P19258
Q6P1G2 Q6P1G2
A0A1B0GT63 Q8VHP6
Q5D078 D3YXR2
G3X8V6 Q5U462
Q9DAM5 Q3TQB2
P58390 A6BLY7
Q99KG3 Q99KG3
Q45KJ6 Q45KJ6
Q9CQU3 Q9CZW4
Q99MB7 Q99MB7
O35149 O35149
Q7TMM9 Q7TMM9
Q9CR40 Q6A037
Q8BKT8 Q9QY66
E0CY69 E0CY69
Q9CY27 Q91VH2
A0A0R4J098 Q6P5B0
Q9EPL0 D3YXG0
A0A0R4J018 D3Z380
Q9JHI8 G5E8F1
Q80UN1 A2A513
P10300 Q8BHT6
P60521 P60521
Q9CYY7 Q9CYY7
Q9Z138 Q6PIP5
Q9CZJ6 Q9CZJ6
Q91YQ7 Q9CPY3
A0A087WQ16 O88622
E9Q9B7 B2RXC6
A2AIV8 P35438
Q3UHG7 Q09200
P11862 P11862
Q91YN9 Q91YN9
Q6PIP5 Q6PIP5
Q8BKI2 G3X9X1
Q9JJP2 Q99PN3
Q9D0C1 Q8CFN8
P10711 P08122
A0A0R4J021 A0A286YD23
Q9Z180 A0A0R4J1V0
Q9D6K5 Q9D6K5
P17564 Q9D1I6
Q6PIE5 Q8R124
Q9JLY7 Q3UHC1
A0A0A6YWI5 A0A0A6YWI5
P05201 Q8C2B3
Q9D4H1 Q9CQC6
Q9JLY7 F6YG30
Q9CY73 Q8R3C0
P97402 B1AZ99
P69566 P69566
Q80T69 Q80T69
Q9CQU3 Q923F1
Q91XQ6 Q91XQ6
O35609 Q8JZQ2
Q3UZ64 Q3UZ64
Q99MQ5 Q99MQ5
O55134 Q9R0U5
P68510 P68510
Q9CYY7 P62816
Q60695 A0A0R4IZX1
Q9CPN9 Q792Z1
D3Z5T8 D3Z5T8
Q9JLR1 Q9JLR1
Q9CXG9 Q9CXG9
Q3UYH7 Q3UYH7
P27790 A0A140LIR2
Q3TBN1 Q3TBN1
P26883 F8VQJ3
Q8VE99 Q8VE99
A6BLY7 Q62559
Q7TPN9 Q7TPN9
P97431 P97431
Q6PDL0 Q6PDL0
P84089 P84089
Q5SX39 Q60675
J3KMM6 J3KMM6
A0A0B4J1L1 A0A0B4J1L1
Q9Z0S2 Q8BJ63
Q9JJS7 Q9JJS7
Q8R1D1 P70445
Q09200 Q6XUX1
Q6DID5 Q8R1D1
Q922U2 Q99M80
E9Q5C9 E9Q5C9
D3Z4M4 D3Z4M4
Q80Z38 Q80Z38
Q3UQV5 Q3UQV5
Q8BPB0 P61249
Q3UM33 Q3UM33
A0A0R4J0S2 A0A0R4J0S2
P41164 Q60925
Q8BQR7 Q8BQR7
A2ACM0 B2RUG9
J3QK52 J3QK52
A2AIV8 Q9JI91
Q9CQW1 Q9CQW1
Q924C1 Q9CZW5
Q91ZG2 Q91ZG2
Q62559 Q91ZY2
Q9CPW4 Q9CPW4
Q91ZY2 P09036
Q9CQ52 A0A0R4J090
P51150 P51150
A0A1Y7VLC3 A0A1L1SU00
Q8VI63 Q8VI63
Q9ERD8 Q9D384
Q8BGZ1 Q68EF4
Q9JKR6 Q9JKR6
A2A863 A2A863
Q9D275 Q3V157
Q99K99 Q99K99
Q9CWR2 Q9Z0F8
Q60925 Q60925
P51576 Q76LS9
O35558 Q61275
Q8K201 Q9D031
Q91UZ5 Q91UZ5
Q91W50 Q64261
P43275 Q9D8W5
Q9DAG9 S4R2L8
E9Q2V7 Q922H9
Q9DAZ9 E9Q2E4
Q9CRA4 Q9JI39
E9PVA8 E9PVA8
Q9CQQ7 P60605
Q562E2 Q562E2
Q01721 Q8VE04
P05627 P05627
O35459 O35459
Q9ER67 Q9ER67
P61979 Q62167
Q61767 Q61767
Q80UP3 G3X8R8
Q3UD01 Q9CZR4
F6UC55 F6UC55
Q5F2E8 Q5F2E8
P08226 Q8K201
Q8K072 Q8K072
P13020 P13020
B7ZBV9 B7ZBV9
Q8BH49 A0A0R4J1Z2
Q6PIE5 Q80YR6
A0A286YD23 Q9CQS4
Q9JKV9 Q9JKV9
Q8CEC4 B1ASA5
P51576 Q8C8J0
Q0P5X5 P09036
Q9Z0X1 Q9Z0X1
Q9CPU7 Q9WVM1
Q1HL35 E9PYF7
O88987 O55074
P97445 E9PUJ6
P09025 A2APB8
O88904 A0A1L1SU00
Q3UTJ7 E9Q4M7
P61407 Q80XI3
Q9CRB9 Q61024
Q9WVA3 Q9WVA3
O54833 O54833
A2AKX3 Q9CRB9
Q5HZH2 Q5HZH2
E0CZD6 E0CZD6
Q80U38 G3UVU5
P98191 A0A0B4J1F0
A2A863 Q8K072
Q80UW8 Q9CQI7
Q61263 M0QW59
Q8VE04 Q01721
Q3UNH4 Q3UNH4
J3QQ44 J3QQ44
A0A0R4J0V4 G3X9P9
Q91V57 Q8C1Q4
Q8CFE2 Q8CFE2
P62509 P62509
P52483 P52482
Q8C1Q4 Q8C1Q4
Q3TCV3 Q3TCV3
P42581 P43687
Q80UQ2 O70176
Q922X9 Q8BGZ1
Q6PAL0 Q6PAL0
P26350 Q9R1A8
Q3UNA4 Q3U2J5
Q80W47 A0A1D5RLV3
Q7TSN6 Q5SQ27
P41241 P41241
Q9Z1X9 Q9CY73
A0A286YDA8 E9QPX3
Q0VGU4 Q6PAJ3
P51576 P51908
Q9QZS8 P51637
Q9CR30 Q9CR30
Q91ZI8 Q91ZI8
Q9CWT6 F8VPN4
Q8R3V6 Q6PDX6
Q9CZR4 Q3UBG2
Q9R061 Q6R0H7
Q99KU0 Q9JI39
Q80TF4 Q8K119
O35558 P16283
Q8CI96 Q8BHL6
Q62559 Q99MS7
Q9QZ88 Q9QZ88
Q91YD9 Q91YD9
P41233 P41233
P0DOV1 Q8R1F9
V9GXH0 V9GXH0
Q3UH68 Q3UH68
Q8C9X6 O88509
A0A087WQ16 D6RGA0
D3YYQ7 P14719
Q06219 Q06219
Q8BJ63 A0A0R4J090
Q9QXW4 Q8K1S4
Q9WUL6 Q9WUL6
Q91ZY2 Q7TNF0
B2RQC6 B2RQC6
Q3U2J5 G3X959
O88878 Q059P4
Q9WTV7 Q9WTV7
Q3UPE3 A0A0B4J1G6
O54788 Q9CQF4
Q6A037 Q5SSK3
A0A087WSS2 Q8C3R1
Q9JHG1 Q9D1C3
Q8K3A2 Q2WG77
P59672 Q99PM9
Q61263 A2ACM0
Q80Z38 Q924Z6
Q8CGK3 Q9CZW4
Q8VD75 Q9D4H1
Q7TNK1 Q7TNK1
Q9CS74 Q9CUB6
Q3UZG4 A2AJI0
Q3U1F9 A2A863
P0DOV1 G3X8Z7
Q6NZD2 D3YWH1
Q6PHZ5 Q80U63
Q9DD02 O54788
P47791 Q8BZX4
Q60843 Q60843
Q9CQQ7 B0V2N1
Q9CZW4 Q6R0H7
Q8CDU6 Q8CDU6
Q8R100 Q9ERS4
Q80UW8 Q7TMG8
Q6ZWY3 P43275
Q9R1K7 Q8BVH9
P40142 P40142
Q8CGK3 O35609
P22892 P22892
P70445 Q8R1D1
A0A0R4J0S9 Q3TBN1
Q61080 Q61080
P59672 Q5U462
Q9CUB6 Q9Z1E3
G3X939 Q61738
P62069 E9Q2V7
P42581 G3XA20
Q8BHL6 H3BKL1
Q9D0E1 Q9D0E1
Q5SWU9 Q5SWU9
Q9CWV7 Q8VE04
P14719 Q8R2N0
Q61464 D3YXI6
Q61098 O08966
Q8R493 Q8R493
Q6PDX6 Q6NSR8
G5E8T9 Q80X56
Q9WTZ0 Q9D084
Q3UJZ3 Q3UJZ3
Q8CIV7 Q9D300
Q922H1 Q3UHC7
A0A0R4J0V4 A0A0R4J0V4
S4R2G5 S4R2G5
P62983 P62983
Q9JI10 Q9JI10
Q8BFY9 Q8BFY9
P61407 Q8C5L7
Q9EQU3 Q9EQU3
Q9ESP1 Q9ESP1
P04925 P04925
D3Z7Q2 D3Z7Q2
Q61371 P42581
P50149 O88602
Q8BVN7 P54763
O35239 O35239
Q3UZ64 Q9DAM5
P62816 A0A0R4J066
Q62415 Q69ZR2
A0A286YDD7 A0A286YDD7
Q9WUZ7 G5E8X2
Q9QXI6 Q9QXI6
Q91ZY2 Q8BGZ1
Q64475 Q3UZG4
A0A0R4J090 Q9WTP9
A0A0R4J1N6 A0A087WQ16
Q61098 G3XA20
P69566 Q924T2
A0A087WPY4 A0A087WPY4
P60605 B0V2N1
Q9CQI9 Q9D084
Q9D067 Q0P5X5
Q9WUU6 D3YYL3
Q9D024 E9Q6E5
Q60611 P04351
Q3UKJ7 Q3UKJ7
O89110 O89110
Q9R0S0 Q9D084
Q8BTW3 Q8BTW3
Q03517 Q03517
A0A0R4J0I0 A0A0R4J0I0
Q923K4 Q8BVH9
E9Q2E4 Q05915
O35595 O35595
Q8BR07 A2ABV5
Q9CZT6 Q9WU62
P43267 Q5BN45
Q3UNH4 Q80XJ3
G3X9F4 A0A1B0GT63
Q8R3V6 Q8R3V6
Q9CYU6 Q8BKI2
Q8BTH8 D3YYQ7
E9Q2M3 Q6P1G0
Q8BR27 Q3UJZ3
E9PXZ3 Q9R100
Q8C079 O35239
H3BKQ3 H3BKQ3
Q9D024 Q9ESU7
P11276 P11276
Q80UP3 Q9JJP2
F8VPN4 Q9DBC3
Q3UBG2 Q3UBG2
P60605 Q6Q477
Q99P69 Q5F2E8
A2ACM0 P83741
Q9D269 E9Q5L8
Q8R4K8 Q91X45
P04351 P04351
P50592 P50592
Q8CGB6 Q7TT18
Q9D880 Q9D880
P25322 P25322
Q9D1N9 Q9QZN1
Q8K248 Q8K248
O35618 A0A0A6YX89
P70196 P70196
Q9CYR6 Q9D1B9
Q8C5Q4 Q8C5Q4
O88396 Q9JI39
Q68EF8 Q68EF8
Q9JJT9 Q9JJT9
O54901 O54901
Q9CQL5 Q8VBV3
A0A1Y7VLV0 A0A0R4J0G9
Q61572 Q9Z2S7
Q9D338 Q9D338
Q9CR40 Q9CR40
Q8K1M6 Q8K1M6
Q9Z0H1 Q6PAC3
P50149 Q9QWW1
O35625 Q5U4H9
Q60662 O55074
Q80UN1 Q80UN1
P13864 P13864
Q8R4G6 Q91Y74
Q9JJU6 D3Z6K8
P28033 P28033
Q8CBD1 Q8CBD1
Q9DC29 Q9DC29
A0A1B0GSQ5 A0A1B0GSQ5
P49290 P49290
P63013 E9Q658
Q8BND3 Q9CY73
Q2MHE5 Q2MHE5
Q8VI88 Q8BHW4
A0A1L1SU00 Q8C4X1
G3UZH0 G3UZH0
P70399 P70399
Q3U1F9 Q3U1F9
Q8C0C7 O35218
A2ABV5 Q99JP0
Q9CWK8 P46735
O08919 O08919
P43275 Q6ZWY3
P43267 A0A0R4J021
Q9R0S3 Q8VE98
Q01721 Q9CWV7
Q9CWV0 Q9CWV0
Q8BKN5 Q8BKN5
A0A0R4J1N6 O88622
Q4ZJM9 Q4ZJM9
Q9CZR4 Q9D7P9
F7DDS0 Q8BND3
A2CGA3 A2CGA5
P23708 E9QN59
F8VPZ1 F8VPZ1
F8VQJ3 Q91XU3
Q91WM1 Q9Z277
A0A1I7Q4A6 Q99MY0
Q99PM9 Q8R3L5
P49650 P49650
Q1RNF8 Q1RNF8
Q3TIU4 Q8K119
A0A0B4J1F1 A0A0B4J1F1
P62340 Q62431
Q68EF4 Q7TNF0
P27577 P27577
Q8CIB5 G5E8N7
Q80YE7 Q80YE7
Q91V57 A2AKB9
Q8K284 Q8K284
O08966 O08966
Q9D6D0 Q3U1J0
P30935 Q9D3J3
Q922I7 P84104
Q9Z1M2 G3X8Z7
P47212 P47212
H3BLG8 Q8VC88
Q8K1R3 Q61035
O35625 Q9CS74
G3X939 P26955
Q9D032 Q9D032
P98191 E9PXZ3
Q9DCD6 Q9DCD6
O35239 P59470
P62307 P62307
E9Q7L6 Q78WZ7
G5E8N7 Q61768
P55271 Q9DAG9
P05201 Q9JI75
F8VPN4 Q9CY73
Q9CQI1 Q9JHI8
Q7TSH3 O54950
Q60675 Q8CAE3
Q8C2B3 P05201
A0A0G2LB90 E9PWB8
Q6NVF0 Q6NVF0
Q78IK4 Q99MV1
Q8R1N4 Q8R1N4
G3X959 P70245
Q9D279 B1AZ99
Q99JR1 Q8BZX4
Q8R3C0 Q9DBC3
P58334 P58334
E9Q2V7 P62069
Q9QZ09 Q9QZ09
P98063 P56371
E9QAF4 Q9D2R8
V9GX76 Q99JI4
Q8JZQ2 B0V2N1
Q562D6 P51637
Q9CY73 Q9DBC3
H3BLF0 H3BLF0
Q9CQL5 Q3UZ64
Q9CQL5 Q9CQL5
A0A0R4J1C5 A0A0R4J1C5
Q3UNA4 Q3UNA4
G3UVU5 G3UVU5
P63271 Q3ULJ3
A0A0R4J0I4 Q6ZQB6
Q8C0S1 Q8C0S1
Q80VP5 A2AEP2
Q8BGE5 A0A140LIR2
Q8VDP3 Q99JP0
A0A1L1SSL9 P29452
Q8CI96 P14719
O09110 O09110
Q3U2C5 Q3U2C5
P97480 Q9EQH4
O54941 Q9JJT9
Q7TS68 P10300
A2APB8 P59108
P61620 P10639
Q562D6 P97428
P61967 P61967
Q9Z2V4 A0A0A6YWI5
E9Q557 A0A1B0GT67
